item,meta_index,meta_iterations,has_agent3_result,has_gt_validator,n_omissions,n_additions,n_additions_unsupported_by_transcript,n_additions_supported_by_transcript,n_additions_unknown_by_transcript,n_omissions_unsupported_by_transcript,n_hallucinations_or_unjustified_inferences,agent3_n_claims,agent3_n_unsupported_claims,agent3_unsupported_claim_rate,judge_overall_grade,agent3_accuracy_correct,agent3_accuracy_incorrect,agent3_accuracy_reason,agent3_accuracy_score,agent3_accuracy_total_claims,agent3_claim_verification_error,agent3_communication_quality_reason,agent3_communication_quality_score,agent3_communication_total_issues,agent3_completeness_captured,agent3_completeness_missing,agent3_completeness_reason,agent3_completeness_score,agent3_completeness_total_details,agent3_context_awareness_reason,agent3_context_awareness_score,agent3_context_captured,agent3_context_missing,agent3_context_total_details,agent3_instruction_complete_sections,agent3_instruction_following_reason,agent3_instruction_following_score,agent3_instruction_total_sections,agent3_overall_score,clinical_recall_all_gen_count,clinical_recall_all_gt_count,clinical_recall_all_n_gen_only,clinical_recall_all_n_gt_only,clinical_recall_all_n_overlap,clinical_recall_all_overlap_count,clinical_recall_all_recall,clinical_recall_labs_gen_count,clinical_recall_labs_gt_count,clinical_recall_labs_n_gen_only,clinical_recall_labs_n_gt_only,clinical_recall_labs_n_overlap,clinical_recall_labs_overlap_count,clinical_recall_labs_recall,clinical_recall_medications_gen_count,clinical_recall_medications_gt_count,clinical_recall_medications_n_gen_only,clinical_recall_medications_n_gt_only,clinical_recall_medications_n_overlap,clinical_recall_medications_overlap_count,clinical_recall_medications_recall,clinical_recall_symptoms_gen_count,clinical_recall_symptoms_gt_count,clinical_recall_symptoms_n_gen_only,clinical_recall_symptoms_n_gt_only,clinical_recall_symptoms_n_overlap,clinical_recall_symptoms_overlap_count,clinical_recall_symptoms_recall,entities_generated_n_all_entities,entities_generated_n_labs,entities_generated_n_medications,entities_generated_n_symptoms,entities_gt_n_all_entities,entities_gt_n_labs,entities_gt_n_medications,entities_gt_n_symptoms,gt_item,gt_validator_error,judge_overall_summary,n_addition_evidence_entries,n_section_grades_additions,n_section_grades_omissions,structural_assessment_alignment_score,structural_overall_rouge_l_f1,structural_overall_token_f1,structural_plan_alignment_score,structural_section_Assessment_gen_present,structural_section_Assessment_gt_present,structural_section_Assessment_rouge_l_f1,structural_section_Assessment_token_f1,structural_section_Objective_gen_present,structural_section_Objective_gt_present,structural_section_Objective_rouge_l_f1,structural_section_Objective_token_f1,structural_section_Plan_gen_present,structural_section_Plan_gt_present,structural_section_Plan_rouge_l_f1,structural_section_Plan_token_f1,structural_section_Subjective_gen_present,structural_section_Subjective_gt_present,structural_section_Subjective_rouge_l_f1,structural_section_Subjective_token_f1
item_0010,10,1,True,True,11,5,0,10,0,2,0,24,0,0.0,B,22,2,"The two incorrect claims are ""Denies regular exercise"" and ""No recreational drug use"", which are not present in the transcript.",0.92,24,,"The two issues are ""Unnecessary repetition"" (""I know I need to make changes. It's just hard to start."") and ""Missing structure"", as the SOAP note does not follow a clear chronological order.",0.5,2,20,3,"The three missing details are ""Duration of symptoms"" (the exact duration is not specified), ""Lifestyle, occupation"", and ""Medical history beyond prediabetes and hypertension"".",0.87,23,"The three missing details are ""Duration of symptoms"" (the exact duration is not specified), ""Lifestyle, occupation"", and ""Medical history beyond prediabetes and hypertension"".",0.8,12,3,15,3,The SOAP note is missing a clear plan for the patient's treatment.,0.75,4,0.81,27,24,8,5,19,19,0.7916666666666666,9,12,2,5,7,7,0.5833333333333334,1,0,1,0,0,0,0.0,16,13,5,2,11,11,0.8461538461538461,27,9,1,16,24,12,0,13,item_0010,,"The Generated SOAP note is mostly clinically aligned and usable, accurately capturing the patient's chief complaint, most of the HPI, ROS, Objective findings, and the full Plan. However, it omits several minor details from the Subjective section, including ""occasional nausea"" from the Chief Complaint and specific patient sentiments. It also misses the patient's general appearance in Objective and specific differential diagnoses in the Assessment. All additions are supported by the transcript and do not negatively impact the grade.",10,5,11,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,False,0.0,0.0,True,False,0.0,0.0,True,False,0.0,0.0
item_0011,11,1,True,True,0,0,0,7,0,0,0,22,0,0.0,B,22,2,,0.92,24,,"The doctor uses a clear and professional tone, but there is one instance of unnecessary repetition.",0.5,1,13,2,,0.87,15,,0.88,7,1,8,3,"The doctor completes three out of four sections, but the plan section is missing a clear explanation of the patient's understanding and agreement.",0.75,4,0.86,28,18,17,7,11,11,0.6111111111111112,7,7,3,3,4,4,0.5714285714285714,3,2,2,1,1,1,0.5,14,10,8,4,6,6,0.6,28,7,3,14,18,7,2,10,item_0011,,"The generated note is mostly clinically aligned and clearly usable, capturing the majority of critical information. It contains several minor omissions across Subjective, Assessment, and Plan sections. The most significant issue is the complete omission of the 'Environmental and Socio-economic Considerations' from the Plan, which represents a moderate clinical gap, but the core medical treatment plan remains intact and usable.",7,7,6,0.3389830508474576,0.5667934310641308,0.6803606519714775,0.7423580786026202,True,True,0.3380281690140845,0.3389830508474576,True,True,0.8227848101265823,0.8450704225352113,True,True,0.4450704225352113,0.7423580786026202,True,True,0.6612903225806451,0.7950310559006212
item_0012,12,1,True,True,12,8,0,13,0,1,0,25,0,0.0,B,22,2,,0.92,24,,"The doctor's sentence ""It means there is some discomfort and mild inflammation, but no significant blockages or masses"" could be clearer.",0.5,1,13,2,,0.87,15,,0.88,7,1,8,3,The plan section is missing a clear explanation of the patient's diagnosis.,0.75,4,0.86,28,31,17,20,11,11,0.3548387096774194,6,6,1,1,5,5,0.8333333333333334,2,2,1,1,1,1,0.5,13,14,10,11,3,3,0.21428571428571427,28,6,2,13,31,6,2,14,item_0012,,"The generated SOAP note is mostly clinically aligned and clearly usable. It accurately captures the patient's chief complaint, HPI, vital signs, physical examination findings, and a comprehensive plan. The primary issues are several minor omissions of specific descriptive details in the Subjective and Plan sections, and a moderate omission in the Assessment section regarding the explicit statement that ""Further evaluation by gastroenterology is warranted."" However, the critical action of referring to gastroenterology is correctly included in the Plan. Crucially, there are no unsupported or unknown additions, which significantly enhances the note's reliability and prevents any misleading clinical content.",13,8,12,0.4578313253012048,0.4808640508243826,0.6364388568802933,0.6451612903225806,True,True,0.29787234042553196,0.4578313253012048,True,True,0.7796610169491526,0.8440366972477064,True,True,0.3843843843843843,0.6451612903225806,True,True,0.46153846153846156,0.5987261146496814
item_0013,13,1,True,True,7,11,2,20,0,3,2,14,0,0.0,B,22,2,,0.92,24,,"The doctor uses a clear and concise language, but there is one instance of unnecessary repetition.",0.5,1,13,2,,0.87,15,,0.88,7,1,8,3,"The plan is mostly complete, but the patient education and counseling section could be more detailed.",0.75,4,0.86,23,20,17,14,6,6,0.3,5,6,1,2,4,4,0.6666666666666666,1,2,0,1,1,1,0.5,11,4,10,3,1,1,0.25,23,5,1,11,20,6,2,4,item_0013,,"The generated note is mostly clinically aligned and clearly usable. It accurately captures the majority of the Ground Truth content. There are several minor omissions across the Subjective, Objective, and Plan sections, primarily concerning specific HPI details and negative physical exam findings. The most notable issue is the inclusion of an unsupported 'Patient Agreements section' in the Plan, which asserts patient understanding and agreement without explicit evidence in the transcript. Despite this, the core clinical usefulness of the note is maintained.",22,11,7,0.42857142857142855,0.4721866619720907,0.6133599613815441,0.6190476190476191,True,True,0.3829787234042553,0.42857142857142855,True,True,0.5921052631578947,0.7727272727272727,True,True,0.380952380952381,0.6190476190476191,True,True,0.5327102803738317,0.6330935251798561
item_0014,14,1,True,True,3,2,0,13,0,1,0,25,0,0.0,A,22,2,,0.92,24,,"The doctor's sentence ""Further evaluation is needed to determine the etiology of respiratory symptoms"" could be clearer and more concise.",0.5,1,20,3,,0.87,23,,0.8,12,3,15,4,"The SOAP note accurately includes all four sections (Subjective, Objective, Assessment, and Plan).",1.0,4,0.88,37,30,19,12,18,18,0.6,10,12,3,5,7,7,0.5833333333333334,4,4,0,0,4,4,1.0,15,10,8,3,7,7,0.7,37,10,4,15,30,12,4,10,item_0014,,"The generated note is highly accurate and clinically comprehensive. All additions made by the model are supported by the transcript and therefore do not negatively impact the grade. The few omissions are minor in nature, such as a concluding statement, a signature block, and some specific phrasing or a negative referral statement, none of which materially reduce the clinical usefulness or introduce misleading content. The note captures all major clinically important Ground Truth content.",13,11,11,0.4444444444444444,0.5223730088167349,0.6489367235292532,0.6315789473684211,True,True,0.36065573770491804,0.4444444444444444,True,True,0.7681159420289856,0.8225806451612903,True,True,0.3746397694524496,0.6315789473684211,True,True,0.5860805860805861,0.6971428571428572
item_0015,15,1,True,True,16,8,0,11,0,2,0,18,0,0.0,B,14,1,,0.93,15,,There is one instance of unnecessary repetition in the SOAP note.,0.5,1,18,2,"The SOAP note is missing two important details, including the patient's age and gender.",0.9,20,"The SOAP note is missing two patient-specific details, including the patient's medical history and lifestyle.",0.8,8,2,10,4,"The SOAP note follows the standard structure of a SOAP note, with all four sections present and correct.",1.0,4,0.86,21,26,9,14,12,12,0.46153846153846156,5,7,5,7,0,0,0.0,1,2,0,1,1,1,0.5,12,15,4,7,8,8,0.5333333333333333,21,5,1,12,26,7,2,15,item_0015,,"The generated SOAP note is mostly clinically aligned and clearly usable. It accurately captures the majority of the Ground Truth content. While there are several minor omissions across the Subjective and Plan sections, and one moderate omission regarding the specificity of blood work in the Plan, these do not significantly impede the note's clinical usefulness. All additions made by the generated note are supported by the transcript and therefore do not negatively impact the grade.",11,8,16,0.5,0.5409275381523443,0.6365029106468548,0.5473684210526315,True,True,0.4615384615384615,0.5,True,True,0.6744186046511628,0.7837837837837838,True,True,0.41975308641975306,0.5473684210526315,True,True,0.608,0.7148594377510041
item_0016,16,1,True,True,2,6,1,5,0,0,1,20,0,0.0,B,22,2,,0.92,24,,The doctor's sentence about smoking cessation was unclear and could be rephrased for better clarity.,0.5,1,15,2,,0.88,17,,0.75,6,2,8,3,"The plan section was mostly complete, but the doctor could have provided more detail on the medication regimen.",0.75,4,0.83,30,27,15,12,15,15,0.5555555555555556,6,7,1,2,5,5,0.7142857142857143,1,1,0,0,1,1,1.0,13,12,7,6,6,6,0.5,30,6,1,13,27,7,1,12,item_0016,,"The generated note is mostly clinically aligned and usable. It accurately captures most of the Ground Truth content. Key issues include the omission of a formal ICD-10 diagnosis in the Assessment section and a minor detail regarding medication adherence benefits in the Plan. Additionally, the Plan section introduces an unsupported structural addition of a 'Lifestyle Modifications' section, though the clinical content within it is supported by the transcript.",6,6,2,0.5333333333333332,0.5830853195602783,0.7174880478507193,0.735294117647059,True,True,0.5,0.5333333333333332,True,True,0.8860759493670887,0.9210526315789473,True,True,0.3897435897435898,0.735294117647059,True,True,0.5565217391304348,0.6802721088435374
item_0017,17,1,True,True,10,15,4,26,0,1,4,21,0,0.0,B,22,2,,0.92,24,,"The doctor asks if the patient has any questions or concerns about the plan, but the response is brief and lacks detail.",0.5,1,20,3,,0.87,23,,0.8,12,3,15,4,"The SOAP note includes all four sections (Subjective, Objective, Assessment, and Plan) in the correct order.",1.0,4,0.86,21,21,10,10,11,11,0.5238095238095238,7,10,2,5,5,5,0.5,1,1,0,0,1,1,1.0,15,8,10,3,5,5,0.625,21,7,1,15,21,10,1,8,item_0017,,"The generated note is mostly clinically aligned and clearly usable. It accurately captures the patient's chief complaint, history, and physical findings. While there are several minor omissions across the Subjective and Objective sections, the most significant issues are the moderate omissions in the Plan section regarding the clinical rationale for ordering the CBC and abdominal ultrasound. The few unsupported additions are minor stylistic changes and do not introduce misleading clinical content.",30,15,10,0.3333333333333333,0.6263446149809786,0.6687754655109815,0.8361581920903954,True,True,0.3333333333333333,0.3333333333333333,True,True,0.7777777777777778,0.823529411764706,True,True,0.7355371900826446,0.8361581920903954,True,True,0.6587301587301587,0.6820809248554913
item_0018,18,1,True,True,0,0,0,9,0,0,0,19,0,0.0,B,23,1,"The generated SOAP note accurately captures the patient's chief complaint, history of present illness, and review of systems, but incorrectly states that the patient has had similar episodes in the past.",0.9583,24,,"The generated SOAP note contains unclear sentences and unnecessary repetition, which detract from its overall quality.",0.5,2,13,1,"The generated SOAP note captures most of the important details, but misses the patient's age and ethnicity.",0.9286,14,"The generated SOAP note captures some patient-specific details, but misses the patient's lifestyle and occupation.",0.8333,5,1,6,4,The generated SOAP note accurately follows the standard SOAP note format.,1.0,4,0.8833,21,24,5,8,16,16,0.6666666666666666,4,3,2,1,2,2,0.6666666666666666,1,1,1,1,0,0,0.0,14,14,3,3,11,11,0.7857142857142857,21,4,1,14,24,3,1,14,item_0018,,"The generated SOAP note is mostly clinically aligned and clearly usable. The Subjective, Objective, and Assessment sections are strong, with only a minor omission in the Assessment. The Plan section, however, has a moderate omission regarding the clinical rationale for ordering the electrolyte panel, along with several minor omissions of contextual details. All additions across the note are well-supported by the transcript, indicating good grounding in the patient encounter.",9,9,9,0.25,0.41768653102312114,0.5280292977130778,0.594059405940594,True,True,0.18181818181818182,0.25,True,True,0.5714285714285714,0.5714285714285714,True,True,0.4194756554307116,0.594059405940594,True,True,0.4980237154150198,0.6966292134831461
item_0019,19,1,True,True,16,13,0,15,0,1,0,24,0,0.0,B,22,2,"The SOAP note accurately captures most medical claims from the transcript, with only two minor inaccuracies.",0.92,24,,The SOAP note contains one unclear sentence and one unnecessary repetition of a statement.,0.5,2,28,6,"The SOAP note captures most important details from the transcript, but misses several patient-specific details and some medical history information.",0.82,34,"The SOAP note captures most patient-specific details from the transcript, but misses two important pieces of information.",0.86,12,2,14,3,"The SOAP note completes three out of four sections (Subjective, Objective, Assessment, and Plan), with the missing section being the ""Plan"" which is partially completed.",0.75,4,0.83,25,23,14,12,11,11,0.4782608695652174,3,3,3,3,0,0,0.0,1,1,1,1,0,0,0.0,25,18,14,7,11,11,0.6111111111111112,25,3,1,25,23,3,1,18,item_0019,,"The generated SOAP note is mostly clinically aligned and clearly usable. It accurately captures the patient's chief complaint, history, and objective findings, and provides a comprehensive plan. While there are no unsupported or unknown additions, the note contains several minor omissions and two moderate omissions, specifically the absence of the ""Referral to Specialists"" section with its contingency for a gastroenterologist referral, and the nuance of ""follow-up sooner if symptoms worsen"" in the Plan section.",15,13,16,0.6086956521739131,0.4142605383193295,0.5696743443793482,0.669767441860465,True,True,0.5660377358490567,0.6086956521739131,True,True,0.430379746835443,0.5230769230769231,True,True,0.39072847682119205,0.669767441860465,True,True,0.2698961937716263,0.4771573604060914
item_0020,20,1,True,True,14,10,1,12,0,2,1,24,0,0.0,C,23,2,"The SOAP note accurately captures most medical claims from the transcript, with only two minor inaccuracies.",0.92,25,,"The SOAP note contains one minor issue with unclear language in the ""Patient Agreements"" section.",0.8,1,13,2,"The SOAP note captures most important details from the transcript, but misses two crucial pieces of information.",0.87,15,"The SOAP note captures most patient-specific details from the transcript, but misses one important piece of information.",0.86,6,1,7,3,"The SOAP note is missing one crucial section (""Patient Education and Counseling"") that is present in the transcript.",0.75,4,0.85,26,21,16,11,10,10,0.47619047619047616,5,7,0,2,5,5,0.7142857142857143,2,2,1,1,1,1,0.5,12,9,7,4,5,5,0.5555555555555556,26,5,2,12,21,7,2,9,item_0020,,"The generated note provides a mostly accurate account of the patient's acute presentation and physical exam. However, it has noticeable gaps in the Assessment section by omitting two significant chronic conditions (Hypertension and Hyperlipidemia). The Plan section also includes an unsupported 'Patient Agreements' section, which introduces potentially misleading content regarding patient understanding. Several minor details are omitted across various sections, contributing to a less comprehensive note.",13,10,14,0.19047619047619044,0.4937520864855978,0.6318372080097691,0.6982758620689655,True,True,0.16666666666666666,0.19047619047619044,True,True,0.830188679245283,0.8676470588235293,True,True,0.4868035190615836,0.6982758620689655,True,True,0.4913494809688581,0.770949720670391
item_0021,21,2,True,True,1,1,0,7,0,1,0,19,0,0.0,C,22,2,,0.92,24,,The communication quality score is low due to a single unclear sentence in the generated SOAP note.,0.5,1,15,2,,0.88,17,,0.88,7,1,8,3,"The instruction following score is low because only three out of four sections (Subjective, Objective, Assessment, and Plan) are complete in the generated SOAP note.",0.75,4,0.83,20,19,11,10,9,9,0.47368421052631576,4,5,3,4,1,1,0.2,1,1,0,0,1,1,1.0,7,6,5,4,2,2,0.3333333333333333,20,4,1,7,19,5,1,6,item_0021,,"The generated note has several omissions that impact its completeness. A major omission is the entire 'Environmental and Lifestyle Considerations' section, which provides important patient context. Additionally, key details were omitted from the Chief Complaint (associated tingling and numbness, duration) and a specific referral to an Orthopedic Specialist was missed in the Plan. While all additions were supported by the transcript, these omissions create noticeable gaps, making the note meaningfully incomplete despite being broadly usable.",7,6,10,0.48648648648648646,0.5422985902854262,0.6682159805110625,0.6557377049180328,True,True,0.4615384615384615,0.48648648648648646,True,True,0.78125,0.8518518518518519,True,True,0.5219941348973608,0.6557377049180328,True,True,0.4044117647058824,0.6787878787878788
item_0022,22,1,True,True,3,1,2,9,0,1,2,0,0,,C,22,2,,0.92,24,"1 validation error for ClaimVerificationResult
  Invalid JSON: expected `,` or `}` at line 27 column 7 [type=json_invalid, input_value='{\n  ""claims"": [\n    {\...he allowed maximum.""\n}', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/json_invalid","The communication quality is good overall, but there is a minor issue with the sentence structure in one of the sections.",0.8,1,15,2,,0.88,17,,0.83,5,1,6,3,"The plan section is mostly complete, but it could be improved with more specific details on the treatment plan and follow-up recommendations.",0.75,4,0.83,20,20,12,12,8,8,0.4,8,6,4,2,4,4,0.6666666666666666,1,1,0,0,1,1,1.0,8,8,6,6,2,2,0.25,20,8,1,8,20,6,1,8,item_0022,,"The Generated SOAP note is usable but requires caution and review due to a significant issue in the Subjective section. While the Objective, Assessment, and Plan sections are excellent, the History of Present Illness contains an unsupported addition stating ""The pain is constant."" This directly contradicts the Ground Truth and Transcript, which indicate the pain worsens with prolonged sitting, thereby introducing misleading clinical content regarding a key symptom. Additionally, the Chief Complaint omits ""muscle weakness in the left leg,"" a moderate gap. These issues collectively make the note meaningfully incomplete in its subjective reporting.",11,10,15,0.0625,0.3667484959971112,0.546721018735363,0.6960000000000001,True,True,0.058823529411764705,0.0625,True,True,0.41134751773049644,0.7540983606557377,True,True,0.43820224719101125,0.6960000000000001,True,True,0.5586206896551724,0.6742857142857143
item_0023,23,1,True,True,16,8,0,15,0,0,0,25,0,0.0,D,22,2,,0.92,24,,"The doctor uses a clear and professional tone throughout the conversation, but there is a minor issue with unnecessary repetition when discussing the patient's symptoms and treatment plan.",0.5,1,13,2,,0.87,15,,0.88,7,1,8,3,"The SOAP note includes all four sections (Subjective, Objective, Assessment, and Plan), but the Assessment section could be more detailed and specific.",0.75,4,0.86,30,31,17,18,13,13,0.41935483870967744,6,5,2,1,4,4,0.8,1,2,0,1,1,1,0.5,15,13,10,8,5,5,0.38461538461538464,30,6,1,15,31,5,2,13,item_0023,,"The generated note contains a major omission in the Plan section, specifically the referral to a Pain Management Specialist, which is a critical component for managing chronic lower back pain. Additionally, there is a moderate omission of the detailed Neurological Review of Systems in the Subjective section. While all additions are supported by the transcript, these significant omissions materially reduce the clinical usefulness and completeness of the documentation.",15,8,16,0.3529411764705882,0.5196806892423366,0.6394635912081653,0.6822429906542056,True,True,0.3188405797101449,0.3529411764705882,True,True,0.6845637583892618,0.7933884297520662,True,True,0.48874598070739556,0.6822429906542056,True,True,0.5865724381625442,0.7292817679558011
item_0024,24,1,True,True,5,3,0,5,0,0,0,25,0,0.0,B,22,2,,0.92,24,,"The communication quality score is low due to a single unclear or confusing sentence where the doctor asks if the patient has any other symptoms, such as numbness, tingling, or weakness, and the patient responds with ""No, none of that. Just the pain.""",0.5,1,15,2,,0.88,17,,0.88,7,1,8,3,"The instruction following score is low because only three out of the four SOAP sections (Subjective, Objective, Assessment, and Plan) are complete.",0.75,4,0.86,17,18,4,5,13,13,0.7222222222222222,5,5,1,1,4,4,0.8,1,1,0,0,1,1,1.0,10,6,4,0,6,6,1.0,17,5,1,10,18,5,1,6,item_0024,,"The generated note is mostly clinically aligned and clearly usable. All additions are supported by the transcript and do not negatively impact the grade. The primary issues are several omissions in the Plan section, including the reason for the pending lumbar spine X-ray, the specific name of the orthopedic specialist, the route of administration for Ibuprofen, and details regarding patient education on adherence to therapy/medication and preventing recurrence. Despite these omissions, the note provides a clear and actionable plan.",5,3,5,0.6511627906976744,0.6486462751880209,0.7308482458969596,0.6777777777777777,True,True,0.6274509803921569,0.6511627906976744,True,True,0.8181818181818182,0.8627450980392157,True,True,0.4957264957264957,0.6777777777777777,True,True,0.6532258064516129,0.7317073170731707
item_0025,25,1,True,True,0,0,2,17,0,0,2,25,0,0.0,C,32,2,,0.94,34,,"The doctor's sentence ""I encourage you to follow a balanced diet with more fruits and vegetables"" is unclear.",0.5,1,20,3,,0.87,23,,0.8,8,2,10,3,The plan section is missing a clear description of the patient's medication regimen.,0.75,4,0.85,35,32,14,11,21,21,0.65625,10,11,2,3,8,8,0.7272727272727273,2,2,2,2,0,0,0.0,20,18,4,2,16,16,0.8888888888888888,35,10,2,20,32,11,2,18,item_0025,,"The note contains several minor omissions across sections. The most significant issues are in the Assessment section, which includes an unsupported addition of ""chronic"" to describe fatigue, potentially misrepresenting the patient's condition, and omits the overall ICD-10 framing. The Subjective section also has a moderate omission of HPI introductory context and an unsupported structural addition of a separate Past Medical History section. Despite these, the Objective and Plan sections are well-aligned.",19,19,27,0.4931506849315069,0.5603948223684051,0.7043858327957749,0.7292817679558011,True,True,0.31683168316831684,0.4931506849315069,True,True,0.8939393939393939,0.9043478260869565,True,True,0.4462809917355372,0.7292817679558011,True,True,0.5845272206303725,0.6907630522088354
item_0026,26,1,True,True,18,10,0,20,0,3,0,22,0,0.0,D,22,2,,0.92,24,,"The doctor's sentence ""I'll also refer you to a pulmonologist, Dr. James Wilson, for further COPD management"" is unclear and could be rephrased.",0.5,1,15,2,,0.88,17,,0.75,6,2,8,3,"The plan section is complete, but the patient agreements section is missing.",0.75,4,0.83,34,24,29,19,5,5,0.20833333333333334,5,11,3,9,2,2,0.18181818181818182,3,0,3,0,0,0,0.0,11,9,9,7,2,2,0.2222222222222222,34,5,3,11,24,11,0,9,item_0026,,"The generated note demonstrates strong performance in capturing subjective complaints, assessment, and plan details, with only minor omissions in these sections and no unsupported or unknown additions. However, the note critically omits all physical examination findings from the Ground Truth, replacing them with a statement that no findings were documented in the conversation. This major gap in objective data significantly reduces the clinical usefulness and completeness of the note, leading to an overall lower grade.",20,10,18,0.5882352941176471,0.4456178383543582,0.6386573448691676,0.7426160337552744,True,True,0.45714285714285713,0.5882352941176471,True,True,0.5081967213114754,0.5486725663716814,True,True,0.46385542168674704,0.7426160337552744,True,True,0.35327635327635326,0.6751054852320675
item_0027,27,2,True,True,4,7,0,7,0,0,0,25,0,0.0,B,22,2,,0.92,24,,"The communication quality is good, with only one minor issue of unclear language in the statement ""We'll also need to do some blood work.""",0.9,1,32,2,,0.94,34,,0.83,10,2,12,3,"The plan is mostly complete, but the section on lifestyle modifications could be more detailed.",0.75,4,0.86,38,27,20,9,18,18,0.6666666666666666,8,9,2,3,6,6,0.6666666666666666,1,1,1,1,0,0,0.0,18,10,9,1,9,9,0.9,38,8,1,18,27,9,1,10,item_0027,,"The generated note is mostly clinically aligned and clearly usable. It accurately captures the patient's chief complaint, history, objective findings, and a comprehensive plan. The primary issues are a moderate omission of 'frequent urination' from the Review of Systems in the Subjective section and the absence of the encounter for general adult medical examination ICD-10 code in the Assessment. All additions were supported by the transcript and did not negatively impact the grade.",7,7,4,0.6923076923076923,0.7213000732045101,0.7977290631114308,0.8584905660377359,True,True,0.7384615384615384,0.6923076923076923,True,True,0.976,0.9734513274336283,True,True,0.6416382252559727,0.8584905660377359,True,True,0.5291005291005291,0.6666666666666666
item_0028,28,1,True,True,12,13,3,20,0,1,3,25,0,0.0,C,28,6,,0.82,34,,The communication quality score is 0.8 due to two minor issues with sentence structure and one instance of unnecessary repetition.,0.8,2,20,4,,0.83,24,,0.7,7,3,10,4,"The instruction following score is 1.00, indicating that all four SOAP sections (Subjective, Objective, Assessment, and Plan) are complete.",1.0,4,0.81,38,27,18,7,20,20,0.7407407407407407,9,7,7,5,2,2,0.2857142857142857,2,0,2,0,0,0,0.0,15,14,3,2,12,12,0.8571428571428571,38,9,2,15,27,7,0,14,item_0028,,"The generated note has several moderate omissions, including the patient's chronic kidney disease status in the HPI and the 'newly diagnosed' status of hypertension and 'stable' status of CKD in the Assessment. Additionally, there are two moderate unsupported additions: 'fatigue' in the ROS, which is not supported by the transcript, and an entire 'Patient Agreements' section in the Plan that inaccurately states full patient understanding and agreement, particularly when the patient expressed reluctance regarding smoking cessation. These issues introduce inaccuracies and make the note meaningfully incomplete, requiring careful review.",23,13,12,0.379746835443038,0.5133140887293401,0.6430724533214807,0.7287449392712552,True,True,0.3092783505154639,0.379746835443038,True,True,0.7096774193548386,0.7623762376237625,True,True,0.4839650145772595,0.7287449392712552,True,True,0.5503355704697986,0.7014218009478672
item_0029,29,1,True,True,10,7,2,10,0,3,2,24,0,0.0,B,13,1,,0.93,14,,"The communication quality score is low due to two unclear or confusing sentences (""Is that bad?"" and ""Does that work for you?"") and unnecessary repetition of the doctor's statement about the follow-up appointment.",0.5,2,14,1,,0.93,15,,0.83,5,1,6,3,The instruction following score is below perfect due to one incomplete section (the subjective section was missing the patient's chief complaint).,0.75,4,0.82,24,29,9,14,15,15,0.5172413793103449,9,9,5,5,4,4,0.4444444444444444,2,2,0,0,2,2,1.0,7,4,4,1,3,3,0.75,24,9,2,7,29,9,2,4,item_0029,,"The generated note is mostly clinically aligned and clearly usable. It accurately captures the majority of the GroundTruth content. Minor omissions are present in the Subjective and Plan sections, and a moderate omission exists in the Assessment section where hyperlipidemia is not listed as a distinct diagnosis. There is one unsupported structural addition in the Plan section, which, while an alignment issue, does not introduce misleading clinical content.",12,7,10,0.45714285714285713,0.561333883829128,0.6888187979748489,0.7770700636942676,True,True,0.2891566265060241,0.45714285714285713,True,True,0.8333333333333333,0.9166666666666666,True,True,0.7052631578947369,0.7770700636942676,True,True,0.4175824175824176,0.6043956043956045
item_0030,30,1,True,True,6,11,6,16,0,0,6,21,0,0.0,A,22,2,,0.92,24,,"The SOAP note has a clear and professional tone, but there is one instance of unnecessary repetition in the plan section.",0.8,1,15,2,,0.88,17,,0.9,9,1,10,3,"The SOAP note is mostly complete, but it lacks a clear and concise plan for follow-up appointments.",0.75,4,0.86,31,18,15,2,16,16,0.8888888888888888,9,7,3,1,6,6,0.8571428571428571,4,3,2,1,2,2,0.6666666666666666,11,4,7,0,4,4,1.0,31,9,4,11,18,7,3,4,item_0030,,"The generated note is highly accurate and clinically usable, capturing all major clinically important Ground Truth content. Omissions are minor, such as specific doctor names in the Plan and general appearance in Objective. Unsupported additions are limited to minor qualifiers in HPI and structural headings in the Plan, none of which introduce misleading clinical information or significantly impact the note's utility. The note is well-structured and comprehensive.",22,11,6,0.8444444444444444,0.6206189424551023,0.7610484544695071,0.7523809523809524,True,True,0.830188679245283,0.8444444444444444,True,True,0.6265060240963854,0.7105263157894738,True,True,0.44696969696969696,0.7523809523809524,True,True,0.578811369509044,0.7368421052631579
