item,meta_index,meta_iterations,has_agent3_result,has_gt_validator,n_omissions,n_additions,n_additions_unsupported_by_transcript,n_additions_supported_by_transcript,n_additions_unknown_by_transcript,n_additions_supported_by_primekg,n_additions_unsupported_by_primekg,n_additions_unknown_by_primekg,n_additions_supported_by_transcript_or_primekg,n_additions_transcript_unsupported_primekg_supported,n_additions_unsupported_by_transcript_and_primekg,n_omissions_unsupported_by_transcript,n_hallucinations_or_unjustified_inferences,agent3_n_claims,agent3_n_unsupported_claims,agent3_unsupported_claim_rate,judge_overall_grade,agent3_accuracy_correct,agent3_accuracy_incorrect,agent3_accuracy_reason,agent3_accuracy_score,agent3_accuracy_total_claims,agent3_claim_verification_error,agent3_communication_quality_reason,agent3_communication_quality_score,agent3_communication_total_issues,agent3_completeness_captured,agent3_completeness_missing,agent3_completeness_reason,agent3_completeness_score,agent3_completeness_total_details,agent3_context_awareness_reason,agent3_context_awareness_score,agent3_context_captured,agent3_context_missing,agent3_context_total_details,agent3_instruction_complete_sections,agent3_instruction_following_reason,agent3_instruction_following_score,agent3_instruction_total_sections,agent3_overall_score,clinical_recall_all_gen_count,clinical_recall_all_gt_count,clinical_recall_all_n_gen_only,clinical_recall_all_n_gt_only,clinical_recall_all_n_overlap,clinical_recall_all_overlap_count,clinical_recall_all_recall,clinical_recall_labs_gen_count,clinical_recall_labs_gt_count,clinical_recall_labs_n_gen_only,clinical_recall_labs_n_gt_only,clinical_recall_labs_n_overlap,clinical_recall_labs_overlap_count,clinical_recall_labs_recall,clinical_recall_medications_gen_count,clinical_recall_medications_gt_count,clinical_recall_medications_n_gen_only,clinical_recall_medications_n_gt_only,clinical_recall_medications_n_overlap,clinical_recall_medications_overlap_count,clinical_recall_medications_recall,clinical_recall_symptoms_gen_count,clinical_recall_symptoms_gt_count,clinical_recall_symptoms_n_gen_only,clinical_recall_symptoms_n_gt_only,clinical_recall_symptoms_n_overlap,clinical_recall_symptoms_overlap_count,clinical_recall_symptoms_recall,entities_generated_n_all_entities,entities_generated_n_labs,entities_generated_n_medications,entities_generated_n_symptoms,entities_gt_n_all_entities,entities_gt_n_labs,entities_gt_n_medications,entities_gt_n_symptoms,gt_item,gt_validator_error,judge_overall_summary,n_addition_evidence_entries,n_section_grades_additions,n_section_grades_omissions,structural_assessment_alignment_score,structural_overall_rouge_l_f1,structural_overall_token_f1,structural_plan_alignment_score,structural_section_Assessment_gen_present,structural_section_Assessment_gt_present,structural_section_Assessment_rouge_l_f1,structural_section_Assessment_token_f1,structural_section_Objective_gen_present,structural_section_Objective_gt_present,structural_section_Objective_rouge_l_f1,structural_section_Objective_token_f1,structural_section_Plan_gen_present,structural_section_Plan_gt_present,structural_section_Plan_rouge_l_f1,structural_section_Plan_token_f1,structural_section_Subjective_gen_present,structural_section_Subjective_gt_present,structural_section_Subjective_rouge_l_f1,structural_section_Subjective_token_f1
item_0045,45,1,True,True,21.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,24,2,0.08333333333333333,C,13,1,,0.93,14,,The SOAP note contains two unclear or confusing sentences that could be improved for better communication quality.,0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,The SOAP note is mostly complete but lacks a clear plan for the patient's follow-up appointments.,0.75,4,0.81,20,19,13,12,7,7,0.3684210526315789,6,9,2,5,4,4,0.4444444444444444,1,1,1,1,0,0,0.0,12,8,7,3,5,5,0.625,20,6,1,12,19,9,1,8,item_0045,,"The note is usable but has noticeable gaps and multiple moderate issues. Key diagnostic details such as reticulocyte count, blood smear findings, and the status of the stool occult blood test results are omitted from the Objective section. The Assessment lacks the clinical reasoning and urgency statement, and the Plan omits important next steps regarding monitoring and prompt review of test results, as well as detailed patient education. Additionally, an objective finding (pale appearance) is incorrectly placed in the Subjective section as an unsupported addition.",2,2.0,21.0,0.37837837837837834,0.35242094974919397,0.4489924723551034,0.5745856353591161,True,True,0.37837837837837834,0.37837837837837834,True,True,0.3838383838383838,0.49438202247191015,True,True,0.465648854961832,0.5745856353591161,True,True,0.1818181818181818,0.3486238532110092
item_0046,46,1,True,True,17.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,20,0,0.0,B,22,2,"The SOAP note accurately captured most medical claims, but missed one claim about recent blood loss.",0.92,24,,The SOAP note contained one unclear or confusing sentence regarding the patient's symptoms.,0.5,1,15,2,"The SOAP note captured most important details, but missed two crucial details about recent changes in medications and significant blood loss.",0.88,17,"The SOAP note captured most patient-specific details, but missed two crucial details about recent changes in medications and significant blood loss.",0.8,8,2,10,3,"The SOAP note followed the standard 4-section format, but was missing one section regarding the patient's lifestyle and occupation.",0.75,4,0.83,15,32,8,25,7,7,0.21875,12,10,8,6,4,4,0.4,1,3,1,3,0,0,0.0,9,21,3,15,6,6,0.2857142857142857,15,12,1,9,32,10,3,21,item_0046,,"The generated SOAP note is mostly clinically aligned and clearly usable, accurately capturing the patient's chief complaint, key HPI elements, objective findings, assessment, and core plan. All additions are supported by the transcript and do not reduce the grade. However, the note has several omissions, including the impact of symptoms on daily life, specific denials from the Review of Systems (e.g., significant blood loss, GI symptoms), the pending iron studies, and important patient education regarding iron absorption with Vitamin C. While these omissions reduce the note's completeness, they do not render it unsafe or unusable.",3,3.0,33.0,0.3157894736842105,0.4018580110043525,0.5187631286751481,0.6802030456852792,True,True,0.3,0.3157894736842105,True,True,0.7515151515151515,0.8028169014084506,True,True,0.3851851851851852,0.6802030456852792,True,True,0.17073170731707316,0.27624309392265195
item_0047,47,1,True,True,,,,,,,,,,,,,,19,1,0.05263157894736842,,13,1,,0.93,14,,"The doctor uses a somewhat abrupt tone in the plan section, and there is an unnecessary repetition of the treatment plan.",0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The plan section is mostly complete, but the doctor could have provided more detail on potential side effects of iron supplements.",0.75,4,0.82,21,20,9,8,12,12,0.6,8,6,6,4,2,2,0.3333333333333333,1,2,0,1,1,1,0.5,8,5,3,0,5,5,1.0,21,8,1,8,20,6,2,5,item_0047,Judge returned non-JSON output: Illegal trailing comma before end of object: line 10 column 5 (char 946),,0,,,0.8888888888888888,0.5462216880923203,0.6436355910283413,0.6185567010309279,True,True,0.8888888888888888,0.8888888888888888,True,True,0.5871559633027522,0.68,True,True,0.4548736462093863,0.6185567010309279,True,True,0.25396825396825395,0.38709677419354843
item_0048,48,1,True,True,18.0,3.0,0.0,6.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,3.0,0.0,23,0,0.0,D,22,2,"The SOAP note accurately captures most medical claims, but incorrectly states the patient's hemoglobin level as ""severely low"" without specifying the exact value.",0.92,24,,"The SOAP note contains unclear or confusing sentences (""Suspected acute posthemorrhagic anemia due to gastrointestinal bleeding""), unprofessional language (e.g., ""severely low"" without specifying the exact value), and unnecessary repetition.",0.5,3,15,2,"The SOAP note captures most important details, but misses the patient's age, gender, ethnicity, and lifestyle/occupation information.",0.88,17,"The SOAP note captures some patient-specific details, but misses important information such as the patient's medical history, current medications, and family history.",0.67,4,2,6,3,"The SOAP note accurately includes all four sections (Subjective, Objective, Assessment, and Plan), but the assessment section could be more detailed.",0.75,4,0.81,21,20,12,11,9,9,0.45,8,9,3,4,5,5,0.5555555555555556,2,0,2,0,0,0,0.0,8,11,3,6,5,5,0.45454545454545453,21,8,2,8,20,9,0,11,item_0048,,"The generated SOAP note contains significant omissions that materially reduce its clinical usefulness. Key past medical history, including hypertension and Type 2 Diabetes Mellitus, is missing from the Subjective section. Furthermore, critical, time-sensitive instructions for a scheduled endoscopy and specific follow-up appointments are omitted from the Plan section. While there are no unsupported or unknown additions, these major omissions create substantial gaps in patient context and actionable care instructions.",6,3.0,18.0,0.37037037037037035,0.4355029628043121,0.5404437456324249,0.6666666666666667,True,True,0.3448275862068965,0.37037037037037035,True,True,0.6031746031746031,0.7222222222222222,True,True,0.5244444444444445,0.6666666666666667,True,True,0.2695652173913044,0.4025157232704403
item_0049,49,1,True,True,29.0,3.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,7.0,0.0,16,0,0.0,D,22,2,,0.92,24,,The doctor uses clear sentences but repeats some information and mentions unnecessary details.,0.5,3,14,1,,0.93,15,,0.88,7,1,8,3,"The doctor completes three out of four sections, missing the ""Assessment"" section.",0.75,4,0.86,19,28,6,15,13,13,0.4642857142857143,7,9,3,5,4,4,0.4444444444444444,1,2,0,1,1,1,0.5,10,15,4,9,6,6,0.4,19,7,1,10,28,9,2,15,item_0049,,"The generated note has several significant omissions that materially reduce its clinical usefulness. Key clinical details such as the patient being mostly bedridden are missing from the Subjective section. The Assessment section omits the entire list of differential diagnoses. Most critically, the Plan section fails to include several essential laboratory tests (Comprehensive Metabolic Panel, iron studies, Vitamin B12, Folate levels) necessary for a complete diagnostic workup and treatment monitoring, and also omits important patient education regarding iron supplement administration. While all additions are supported by the transcript, the cumulative impact of these omissions makes the note meaningfully incomplete and less reliable for clinical decision-making.",5,3.0,29.0,0.3125,0.4368533816208235,0.5913451627056285,0.6244343891402715,True,True,0.2777777777777778,0.3125,True,True,0.761904761904762,0.8971962616822429,True,True,0.4054054054054054,0.6244343891402715,True,True,0.3023255813953489,0.53125
item_0050,50,1,True,True,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,17,2,0.11764705882352941,B,13,1,,0.93,14,,"The doctor uses a somewhat abrupt tone in the plan section, and there is an unnecessary repetition of ""okay"" in the conversation.",0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The doctor mentions the need for a follow-up visit in two weeks, but does not explicitly state the date.",0.75,4,0.81,25,36,10,21,15,15,0.4166666666666667,8,10,3,5,5,5,0.5,3,3,0,0,3,3,1.0,15,12,7,4,8,8,0.6666666666666666,25,8,3,15,36,10,3,12,item_0050,,"The generated SOAP note is mostly clinically aligned and clearly usable, accurately capturing the patient's chief complaints, vital signs, and the core assessment and plan. However, it has several minor omissions across all sections, including specific historical context in the Subjective section, detailed physical exam findings in the Objective section, and specific clinical reasoning and administrative details in the Assessment and Plan sections. There is one minor unsupported addition in the Objective section, which does not introduce misleading clinical content.",1,1.0,21.0,0.7500000000000001,0.47986000173233767,0.6379275301373704,0.7586206896551724,True,True,0.5405405405405406,0.7500000000000001,True,True,0.5434782608695652,0.6097560975609755,True,True,0.5514705882352943,0.7586206896551724,True,True,0.28395061728395066,0.4333333333333334
item_0051,51,1,True,True,28.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,22,1,0.045454545454545456,C,22,2,"The generated SOAP note accurately captures most medical claims from the RAW TRANSCRIPT, but incorrectly includes a mention of ""moderate alcohol consumption"" which is not present in the transcript.",0.92,24,,"The generated SOAP note contains a single unclear sentence (""The patient also reports wheezing associated with asthma..."") which disrupts the flow of the plan section.",0.5,1,15,2,"The generated SOAP note captures most important details from the RAW TRANSCRIPT, but misses the patient's age and ethnicity.",0.88,17,"The generated SOAP note captures some patient-specific details from the RAW TRANSCRIPT, but misses important information such as the patient's lifestyle and occupation.",0.75,6,2,8,3,"The generated SOAP note completes three out of four sections (Subjective, Objective, Assessment), but is missing a clear Plan section with specific treatment recommendations.",0.75,4,0.82,31,33,20,22,11,11,0.3333333333333333,10,12,7,9,3,3,0.25,1,2,1,2,0,0,0.0,7,12,1,6,6,6,0.5,31,10,1,7,33,12,2,12,item_0051,,"The generated SOAP note has significant omissions, primarily the complete absence of the Review of Systems (ROS) section in the Subjective, which contains critical patient information. Other moderate omissions include specific details about the syncope episodes, medical reasoning in the Assessment, and precise medication and diagnostic test rationales in the Plan. While the Objective section is excellent and there are no unsupported additions, the substantial gaps in the Subjective section make the note meaningfully incomplete and require careful review.",2,1.0,28.0,0.2909090909090909,0.3707136476138984,0.4796010548525066,0.5657894736842105,True,True,0.2608695652173913,0.2909090909090909,True,True,0.7737226277372262,0.8032786885245902,True,True,0.29441624365482233,0.5657894736842105,True,True,0.15384615384615385,0.25842696629213485
item_0052,52,1,True,True,19.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,19,0,0.0,C,14,1,,0.93,15,,The communication quality score is low due to two unclear or confusing sentences in the plan section.,0.5,2,20,3,,0.87,23,,0.86,6,1,7,3,The instruction following score is low due to incomplete sections in the plan and assessment sections.,0.75,4,0.83,19,23,12,16,7,7,0.30434782608695654,7,10,5,8,2,2,0.2,1,1,0,0,1,1,1.0,8,7,4,3,4,4,0.5714285714285714,19,7,1,8,23,10,1,7,item_0052,,"The generated note is broadly usable but has noticeable gaps due to multiple moderate omissions across the Subjective, Assessment, and Plan sections. Key details regarding the patient's history of present illness, important differential diagnoses, and crucial elements of the treatment plan are missing. The Objective section is more complete with only minor omissions. There are no unsupported or unknown additions that would lower the overall grade.",1,1.0,19.0,0.34375,0.373511478481358,0.4866210111490669,0.6063829787234042,True,True,0.22857142857142856,0.34375,True,True,0.5174825174825175,0.6341463414634146,True,True,0.4979919678714859,0.6063829787234042,True,True,0.24999999999999997,0.36220472440944884
item_0053,53,1,True,True,21.0,0.0,,,,,,,,,,1.0,0.0,25,0,0.0,B,22,2,"The SOAP note accurately reports most medical claims, but incorrectly states the patient's heart rate as 72 bpm when standing (should be 90/60 mmHg).",0.92,24,,"The SOAP note contains unclear sentences (""These episodes were preceded by weakness and fatigue but not chest pain or palpitations."") and unnecessary repetition (""Please follow up with me in one week to review the MRI and blood work results, reassess your symptoms, and adjust the treatment plan as necessary."").",0.5,2,20,3,"The SOAP note captures most important details, but misses the patient's occupation and medical history.",0.87,23,"The SOAP note captures most patient-specific details, but misses the patient's age, ethnicity, and lifestyle.",0.8,12,3,15,4,"The SOAP note accurately reports all four sections (Subjective, Objective, Assessment, Plan) and follows the correct instructions.",1.0,4,0.86,24,29,9,14,15,15,0.5172413793103449,10,8,3,1,7,7,0.875,1,2,0,1,1,1,0.5,9,12,4,7,5,5,0.4166666666666667,24,10,1,9,29,8,2,12,item_0053,,"The generated note is mostly clinically aligned and clearly usable. It accurately captures the chief complaint, key aspects of the history, vital signs, physical exam findings, primary assessment, and the core treatment plan. There are no unsupported or unknown additions. However, the note has several minor omissions across all sections, including specific details about the severity and impact of the syncope, negative findings in the ROS and physical exam, and specific elements of patient education and referral. The most notable omission is the lack of an explicit 'Differential Diagnosis' section in the Assessment.",0,0.0,21.0,0.5490196078431373,0.48528357265288014,0.6015622239886945,0.6162162162162161,True,True,0.4262295081967213,0.5490196078431373,True,True,0.728476821192053,0.8749999999999999,True,True,0.5020242914979757,0.6162162162162161,True,True,0.28440366972477066,0.3660130718954248
item_0054,54,1,True,True,9.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,23,0,0.0,B,22,2,"The generated SOAP note accurately reported 22 out of 24 medical claims from the RAW TRANSCRIPT, with only two minor inaccuracies.",0.92,24,,"The generated SOAP note contained one instance of unprofessional language (""quit smoking and reduce alcohol consumption""), which detracted from its overall quality.",0.5,1,13,2,"The generated SOAP note captured 13 out of 15 important details from the RAW TRANSCRIPT, missing only two crucial pieces of information.",0.87,15,"The generated SOAP note captured 7 out of 8 patient-specific details from the RAW TRANSCRIPT, missing only one important piece of information.",0.88,7,1,8,3,"The generated SOAP note accurately reported three out of four SOAP sections (Subjective, Objective, Assessment, and Plan), but lacked a clear and detailed Plan section.",0.75,4,0.86,17,19,9,11,8,8,0.42105263157894735,8,7,2,1,6,6,0.8571428571428571,0,0,0,0,0,0,0.0,2,5,1,4,1,1,0.2,17,8,0,2,19,7,0,5,item_0054,,"The generated SOAP note is mostly clinically aligned and clearly usable. It accurately captures the chief complaint, history of present illness, vital signs, physical examination findings, and the primary assessment. All additions are supported by the transcript, incurring no penalties. However, the note has several moderate omissions, primarily in the Plan section, regarding patient-specific context such as adherence to lifestyle changes, tailored advice for a sedentary job, and confirmation of patient understanding and agreement. Minor omissions are also present in the Subjective and Objective sections.",4,2.0,9.0,0.45,0.48753951411658814,0.5440893023876217,0.5816326530612245,True,True,0.47058823529411764,0.45,True,True,0.7435897435897436,0.8253968253968254,True,True,0.48120300751879697,0.5816326530612245,True,True,0.2547770700636942,0.31932773109243695
item_0055,55,1,True,True,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,17,0,0.0,B,13,1,,0.93,14,,"The doctor uses a clear and professional tone, but there is a slight repetition of the patient's symptoms.",0.5,2,12,3,,0.8,15,,0.8,8,2,10,3,"The doctor completes three out of four sections, missing only the patient's medical history.",0.75,4,0.82,13,24,6,17,7,7,0.2916666666666667,5,5,2,2,3,3,0.6,1,1,0,0,1,1,1.0,6,12,3,9,3,3,0.25,13,5,1,6,24,5,1,12,item_0055,,"The generated SOAP note is mostly clinically aligned and clearly usable. It accurately captures the patient's chief complaint, vital signs, assessment, and plan. However, the Subjective section has several omissions regarding detailed Review of Systems findings and specific lifestyle habits, which reduce its comprehensiveness. All additions were supported by the transcript, and other sections were well-captured.",1,1.0,23.0,0.7142857142857143,0.49490260543738046,0.6129201680672269,0.7619047619047619,True,True,0.6818181818181819,0.7142857142857143,True,True,0.5765765765765766,0.6666666666666667,True,True,0.5517241379310346,0.7619047619047619,True,True,0.16949152542372883,0.3088235294117648
item_0056,56,1,True,True,14.0,4.0,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,2.0,2.0,24,1,0.041666666666666664,D,13,1,"The generated SOAP note accurately captured most medical claims, but incorrectly stated the patient's oxygen saturation as ""98% on room air"" when it was actually ""98% on room air"" which is correct.",0.93,14,,"The generated SOAP note contained unclear sentences (""The patient's lifestyle appears generally healthy, except for insufficient fiber intake."") and unnecessary repetition (""...increase your dietary fiber intake by consuming more whole grains, fruits, and vegetables"").",0.5,2,14,1,"The generated SOAP note captured most important details, but missed the patient's age and ethnicity.",0.93,15,"The generated SOAP note captured most patient-specific details, but missed the patient's occupation.",0.88,7,1,8,3,"The generated SOAP note followed the correct structure and included all necessary sections, but did not provide a clear summary of the treatment plan at the end.",0.75,4,0.86,18,15,9,6,9,9,0.6,8,7,1,0,7,7,1.0,1,2,1,2,0,0,0.0,8,7,3,2,5,5,0.7142857142857143,18,8,1,8,15,7,2,7,item_0056,,"The overall note receives a D due to a critical unsupported addition in the Subjective section, which misrepresents an objective finding as a subjective report. Additionally, the Assessment section has noticeable gaps due to the complete omission of differential diagnoses, and the Plan section is missing several important details regarding follow-up conditions, referral specifics, and explicit mention of additional tests within the plan. These issues significantly reduce the clinical usefulness and reliability of the note.",5,4.0,14.0,0.09302325581395349,0.33084420850784607,0.4244693481476538,0.6097560975609755,True,True,0.08695652173913043,0.09302325581395349,True,True,0.6902654867256637,0.7450980392156863,True,True,0.35497835497835495,0.6097560975609755,True,True,0.19117647058823528,0.25
item_0057,57,1,True,True,13.0,5.0,4.0,8.0,0.0,3.0,5.0,4.0,8.0,0.0,2.0,5.0,4.0,18,2,0.1111111111111111,D,22,2,,0.92,24,,"The doctor's sentence ""Let’s work on getting you more comfortable and improving your bowel movements"" is unclear.",0.5,1,15,2,,0.88,17,,0.88,7,1,8,3,"The plan section is mostly complete, but the doctor mentions waiting for blood test results without specifying which tests.",0.75,4,0.86,26,28,13,15,13,13,0.4642857142857143,7,9,2,4,5,5,0.5555555555555556,3,3,0,0,3,3,1.0,16,17,6,7,10,10,0.5882352941176471,26,7,3,16,28,9,3,17,item_0057,,"The note has significant issues, primarily in the Assessment section, where it includes unsupported and misleading clinical statements regarding the likely cause of constipation and the absence of secondary causes, directly contradicting the pending lab results mentioned in the Ground Truth and Transcript. There are also several minor to moderate omissions across Subjective, Objective, and Plan sections, reducing the completeness of the documentation.",12,7.0,10.0,0.21739130434782608,0.4093995576420335,0.5313455856089879,0.6310679611650486,True,True,0.17391304347826086,0.21739130434782608,True,True,0.656,0.8,True,True,0.4839857651245552,0.6310679611650486,True,True,0.3236994219653179,0.4769230769230769
item_0058,58,1,True,True,14.0,4.0,0.0,5.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,1.0,0.0,20,0,0.0,D,13,1,,0.93,14,,"The doctor's sentences are clear, but the patient's responses seem a bit brief and lack depth.",0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The doctor completes three out of four sections, but the plan section is somewhat brief and lacks specific details.",0.75,4,0.82,20,26,12,18,8,8,0.3076923076923077,6,8,6,8,0,0,0.0,1,1,0,0,1,1,1.0,9,9,5,5,4,4,0.4444444444444444,20,6,1,9,26,8,1,9,item_0058,,"The generated note provides a generally accurate summary of the encounter but suffers from several significant omissions, particularly in the Subjective and Plan sections. While the Objective and Assessment sections are well-captured, the Subjective section misses important symptom details. The Plan section critically omits the entire ""Patient's Response,"" which includes vital information about the patient's resistance to lifestyle changes and their engagement with the treatment plan. This omission materially reduces the clinical usefulness of the note by removing crucial context for patient adherence and future care planning.",5,4.0,14.0,0.11764705882352942,0.3514700047514316,0.4510062405376463,0.6,True,True,0.11764705882352942,0.11764705882352942,True,True,0.5223880597014926,0.6271186440677966,True,True,0.51985559566787,0.6,True,True,0.24598930481283424,0.45925925925925926
item_0059,59,1,True,True,18.0,10.0,2.0,18.0,0.0,0.0,18.0,2.0,18.0,0.0,2.0,3.0,2.0,22,1,0.045454545454545456,C,22,2,,0.92,24,,The SOAP note contains a single unclear sentence regarding the importance of adhering to dietary changes and medication regimen.,0.8,1,13,2,"The SOAP note is missing information about the patient's age, gender, ethnicity, and lifestyle.",0.87,15,"The SOAP note is missing information about the patient's medical history, such as electrolyte imbalances or anemia.",0.83,5,1,6,3,The SOAP note is missing a clear plan for follow-up visits and does not explicitly state the importance of adhering to the treatment plan.,0.75,4,0.83,17,17,11,11,6,6,0.35294117647058826,8,7,5,4,3,3,0.42857142857142855,2,2,0,0,2,2,1.0,6,4,3,1,3,3,0.75,17,8,2,6,17,7,2,4,item_0059,,"The generated SOAP note is broadly usable but has noticeable gaps and multiple moderate issues, particularly in the Subjective and Objective sections where detailed information from the Ground Truth is omitted. While the core clinical content is present, the lack of specific Review of Systems details, comprehensive physical exam findings, and some important medication instructions reduces the overall completeness and utility of the note. There is one minor unsupported addition in the Plan section.",20,10.0,18.0,0.0588235294117647,0.3081207257677846,0.41764951594672955,0.6928104575163399,True,True,0.05714285714285714,0.0588235294117647,True,True,0.5405405405405406,0.6031746031746031,True,True,0.46486486486486484,0.6928104575163399,True,True,0.16993464052287582,0.3157894736842105
item_0060,60,1,True,True,20.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,5.0,0.0,1.0,2.0,1.0,25,0,0.0,D,22,2,"The SOAP note accurately reports the patient's symptoms, medical history, and physical examination findings except for one minor detail.",0.92,24,,The SOAP note contains one minor issue with unclear sentence structure.,0.8,1,15,2,"The SOAP note captures most of the important details from the transcript, but misses two crucial pieces of information.",0.88,17,"The SOAP note captures most of the patient-specific details, but misses two important pieces of information.",0.78,7,2,9,3,"The SOAP note completes three out of four sections correctly, with one minor omission.",0.75,4,0.83,14,34,8,28,6,6,0.17647058823529413,7,6,2,1,5,5,0.8333333333333334,2,3,1,2,1,1,0.3333333333333333,1,17,1,17,0,0,0.0,14,7,2,1,34,6,3,17,item_0060,,"The note has significant issues that materially reduce its clinical usefulness. The Subjective section is noticeably incomplete due to the omission of detailed History of Present Illness and the entire Review of Systems. The Assessment section contains a high-severity unsupported addition, incorrectly placing a plan item (self-isolation recommendation) within the assessment, which is a structural misalignment. While other sections are generally acceptable with minor omissions, these critical issues warrant a lower overall grade.",6,3.0,20.0,0.2857142857142857,0.37163956020787736,0.47155045658566785,0.619718309859155,True,True,0.22641509433962265,0.2857142857142857,True,True,0.6166666666666666,0.7307692307692307,True,True,0.4845360824742268,0.619718309859155,True,True,0.15894039735099338,0.25
item_0061,61,1,True,True,21.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,20,1,0.05,B,23,1,"The generated SOAP note accurately reports most medical claims, but incorrectly states the patient's temperature as 38.4°C instead of 101.2°F.",0.9583,24,,"The generated SOAP note contains unclear or confusing sentences, unnecessary repetition, and missing structure in some sections.",0.5,3,16,1,"The generated SOAP note captures most important details, but misses the patient's asthma history and medication use.",0.9412,17,"The generated SOAP note captures most patient-specific details, but misses the patient's occupation and lifestyle information.",0.875,7,1,8,3,"The generated SOAP note completes three out of four sections (Subjective, Objective, Assessment, and Plan), but lacks a clear introduction or summary statement.",0.75,4,0.864,26,26,10,10,16,16,0.6153846153846154,8,9,3,4,5,5,0.5555555555555556,1,1,0,0,1,1,1.0,8,7,3,2,5,5,0.7142857142857143,26,8,1,8,26,9,1,7,item_0061,,"The generated SOAP note provides a generally accurate and clinically usable summary of the patient encounter. The Assessment section is particularly strong, capturing all essential information. However, the Subjective and Objective sections have several minor omissions, primarily concerning detailed impacts of illness and negative physical exam findings. The Plan section also contains a few moderate omissions related to specific medication details, monitoring instructions, and comprehensive patient education regarding school and sports. No unsupported or unknown additions were found to negatively impact the grade. The note is mostly aligned and usable, warranting a B grade.",3,3.0,23.0,0.3283582089552239,0.3313500344598351,0.48236636776140646,0.5052631578947369,True,True,0.21621621621621623,0.3283582089552239,True,True,0.5714285714285715,0.6915887850467289,True,True,0.33463035019455256,0.5052631578947369,True,True,0.203125,0.40425531914893614
item_0062,62,1,True,True,15.0,4.0,0.0,7.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,2.0,0.0,25,0,0.0,D,22,2,"The generated SOAP note accurately reported 22 out of 24 medical claims from the RAW TRANSCRIPT, with only two minor inaccuracies.",0.92,24,,"The generated SOAP note contained three communication issues, including unclear sentences and unnecessary repetition.",0.5,3,13,2,"The generated SOAP note captured 13 out of 15 important details from the RAW TRANSCRIPT, missing only two crucial pieces of information.",0.87,15,"The generated SOAP note captured 7 out of 8 patient-specific details from the RAW TRANSCRIPT, missing only one important piece of information.",0.88,7,1,8,3,"The generated SOAP note partially followed the instruction format, missing only one section (Assessment).",0.75,4,0.86,31,34,17,20,14,14,0.4117647058823529,6,7,5,6,1,1,0.14285714285714285,2,2,1,1,1,1,0.5,18,17,8,7,10,10,0.5882352941176471,31,6,2,18,34,7,2,17,item_0062,,"The note accurately captures the primary diagnosis and most of the treatment plan. However, it suffers from a major omission in the Assessment section, completely lacking differential diagnoses, which significantly reduces its clinical usefulness. Additionally, there are several minor to moderate omissions in the Subjective section, including the impact of symptoms on daily activities and specific past medical history details. All additions were supported by the transcript and did not negatively impact the grade.",7,4.0,17.0,0.3404255319148936,0.4035787463038336,0.5174183272228955,0.6666666666666666,True,True,0.2909090909090909,0.3404255319148936,True,True,0.5294117647058824,0.6105263157894737,True,True,0.4930232558139535,0.6666666666666666,True,True,0.3009708737864078,0.4520547945205479
